     Week         GPSTime       E        N          U       VX       VY       VZ          Heading               Pitch                  Roll
2233.00000 22682.000 -131.182 -464.754 1.233 -2.606 -7.733 0.025 4.43332E-05 2.52127E-05 3.66060E-05
2233.00000 22682.100 -131.443 -465.527 1.236 -2.608 -7.701 0.030 4.47153E-05 2.54531E-05 3.70205E-05
2233.00000 22682.200 -131.703 -466.295 1.240 -2.602 -7.671 0.035 4.50972E-05 2.56939E-05 3.74348E-05
2233.00000 22682.300 -131.962 -467.059 1.245 -2.583 -7.604 0.048 4.54791E-05 2.59349E-05 3.78489E-05
2233.00000 22682.400 -132.219 -467.817 1.251 -2.575 -7.570 0.074 4.58608E-05 2.61763E-05 3.82628E-05
2233.00000 22682.500 -132.476 -468.574 1.257 -2.564 -7.571 0.072 4.62424E-05 2.64180E-05 3.86765E-05
2233.00000 22682.600 -132.734 -469.332 1.264 -2.570 -7.570 0.078 4.66239E-05 2.66600E-05 3.90901E-05
2233.00000 22682.700 -132.992 -470.088 1.272 -2.593 -7.563 0.073 4.70052E-05 2.69023E-05 3.95034E-05
2233.00000 22682.800 -133.251 -470.842 1.279 -2.590 -7.518 0.036 4.73865E-05 2.71449E-05 3.99165E-05
2233.00000 22682.900 -133.510 -471.589 1.285 -2.578 -7.445 0.053 4.77676E-05 2.73879E-05 4.03295E-05
2233.00000 22683.000 -133.767 -472.331 1.293 -2.569 -7.407 0.055 4.81487E-05 2.76311E-05 4.07422E-05
2233.00000 22683.100 -134.023 -473.071 1.297 -2.562 -7.387 0.024 4.85246E-05 2.78774E-05 4.11620E-05
2233.00000 22683.200 -134.280 -473.808 1.299 -2.568 -7.365 0.028 4.89005E-05 2.81240E-05 4.15815E-05
2233.00000 22683.300 -134.535 -474.544 1.304 -2.561 -7.340 0.068 4.92762E-05 2.83710E-05 4.20008E-05
2233.00000 22683.400 -134.790 -475.276 1.309 -2.523 -7.293 0.036 4.96517E-05 2.86182E-05 4.24198E-05
2233.00000 22683.500 -135.041 -476.003 1.311 -2.512 -7.237 0.030 5.00272E-05 2.88659E-05 4.28387E-05
2233.00000 22683.600 -135.292 -476.725 1.314 -2.502 -7.199 0.017 5.04025E-05 2.91138E-05 4.32574E-05
2233.00000 22683.700 -135.542 -477.444 1.317 -2.498 -7.180 0.029 5.07778E-05 2.93621E-05 4.36758E-05
2233.00000 22683.800 -135.792 -478.159 1.320 -2.481 -7.135 0.046 5.11528E-05 2.96108E-05 4.40941E-05
2233.00000 22683.900 -136.040 -478.870 1.325 -2.468 -7.102 0.037 5.15278E-05 2.98598E-05 4.45121E-05
2233.00000 22684.000 -136.286 -479.578 1.330 -2.459 -7.068 0.023 5.19026E-05 3.01091E-05 4.49299E-05
2233.00000 22684.100 -136.532 -480.282 1.334 -2.459 -7.008 0.055 5.22846E-05 3.03632E-05 4.53577E-05
2233.00000 22684.200 -136.776 -480.981 1.340 -2.427 -6.980 0.058 5.26665E-05 3.06176E-05 4.57852E-05
2233.00000 22684.300 -137.016 -481.679 1.347 -2.391 -6.951 0.045 5.30482E-05 3.08724E-05 4.62124E-05
2233.00000 22684.400 -137.254 -482.372 1.354 -2.369 -6.906 0.065 5.34298E-05 3.11276E-05 4.66395E-05
2233.00000 22684.500 -137.491 -483.061 1.361 -2.368 -6.878 0.065 5.38113E-05 3.13831E-05 4.70663E-05
2233.00000 22684.600 -137.728 -483.748 1.370 -2.355 -6.868 0.062 5.41927E-05 3.16389E-05 4.74930E-05
2233.00000 22684.700 -137.963 -484.434 1.377 -2.336 -6.843 0.072 5.45739E-05 3.18950E-05 4.79194E-05
2233.00000 22684.800 -138.195 -485.116 1.385 -2.314 -6.809 0.065 5.49551E-05 3.21515E-05 4.83456E-05
2233.00000 22684.900 -138.425 -485.796 1.393 -2.290 -6.787 0.070 5.53361E-05 3.24084E-05 4.87715E-05
2233.00000 22685.000 -138.653 -486.472 1.401 -2.270 -6.734 0.065 5.57169E-05 3.26655E-05 4.91973E-05
2233.00000 22685.100 -138.879 -487.143 1.407 -2.258 -6.700 0.052 5.61073E-05 3.29193E-05 4.96312E-05
2233.00000 22685.200 -139.104 -487.813 1.413 -2.250 -6.678 0.064 5.64976E-05 3.31733E-05 5.00648E-05
2233.00000 22685.300 -139.327 -488.480 1.420 -2.229 -6.639 0.073 5.68879E-05 3.34275E-05 5.04983E-05
2233.00000 22685.400 -139.550 -489.143 1.428 -2.232 -6.616 0.085 5.72782E-05 3.36820E-05 5.09315E-05
2233.00000 22685.500 -139.772 -489.804 1.436 -2.207 -6.582 0.078 5.76685E-05 3.39367E-05 5.13646E-05
2233.00000 22685.600 -139.994 -490.460 1.443 -2.216 -6.557 0.064 5.80587E-05 3.41916E-05 5.17974E-05
2233.00000 22685.700 -140.214 -491.115 1.451 -2.201 -6.540 0.084 5.84488E-05 3.44468E-05 5.22300E-05
2233.00000 22685.800 -140.435 -491.766 1.459 -2.196 -6.504 0.053 5.88390E-05 3.47022E-05 5.26625E-05
2233.00000 22685.900 -140.653 -492.416 1.466 -2.194 -6.489 0.072 5.92291E-05 3.49579E-05 5.30947E-05
2233.00000 22686.000 -140.873 -493.065 1.473 -2.203 -6.469 0.077 5.96192E-05 3.52138E-05 5.35267E-05
2233.00000 22686.100 -141.093 -493.712 1.480 -2.207 -6.483 0.083 6.00312E-05 3.54640E-05 5.39696E-05
2233.00000 22686.200 -141.313 -494.363 1.487 -2.199 -6.492 0.087 6.04432E-05 3.57143E-05 5.44124E-05
2233.00000 22686.300 -141.534 -495.013 1.495 -2.220 -6.509 0.072 6.08553E-05 3.59647E-05 5.48551E-05
2233.00000 22686.400 -141.756 -495.665 1.500 -2.237 -6.523 0.050 6.12674E-05 3.62152E-05 5.52977E-05
2233.00000 22686.500 -141.979 -496.318 1.505 -2.242 -6.539 0.044 6.16796E-05 3.64657E-05 5.57402E-05
2233.00000 22686.600 -142.202 -496.974 1.510 -2.237 -6.572 0.044 6.20918E-05 3.67163E-05 5.61825E-05
2233.00000 22686.700 -142.427 -497.630 1.516 -2.254 -6.541 0.045 6.25040E-05 3.69670E-05 5.66247E-05
2233.00000 22686.800 -142.652 -498.286 1.520 -2.260 -6.572 0.048 6.29163E-05 3.72178E-05 5.70668E-05
2233.00000 22686.900 -142.878 -498.946 1.524 -2.256 -6.616 0.031 6.33286E-05 3.74687E-05 5.75087E-05
2233.00000 22687.000 -143.102 -499.609 1.526 -2.248 -6.633 0.032 6.37410E-05 3.77196E-05 5.79506E-05
2233.00000 22687.100 -143.327 -500.273 1.530 -2.249 -6.656 0.019 6.41271E-05 3.79717E-05 5.83855E-05
2233.00000 22687.200 -143.552 -500.939 1.532 -2.270 -6.638 0.038 6.45132E-05 3.82240E-05 5.88202E-05
2233.00000 22687.300 -143.777 -501.602 1.534 -2.250 -6.613 0.019 6.48993E-05 3.84765E-05 5.92547E-05
2233.00000 22687.400 -144.002 -502.263 1.536 -2.247 -6.605 0.007 6.52854E-05 3.87291E-05 5.96890E-05
2233.00000 22687.500 -144.226 -502.924 1.537 -2.242 -6.582 0.026 6.56715E-05 3.89819E-05 6.01232E-05
2233.00000 22687.600 -144.449 -503.580 1.539 -2.236 -6.550 0.038 6.60576E-05 3.92349E-05 6.05571E-05
2233.00000 22687.700 -144.672 -504.235 1.543 -2.227 -6.532 0.032 6.64438E-05 3.94880E-05 6.09909E-05
2233.00000 22687.800 -144.895 -504.888 1.546 -2.216 -6.519 0.015 6.68299E-05 3.97413E-05 6.14245E-05
2233.00000 22687.900 -145.117 -505.538 1.549 -2.223 -6.486 0.038 6.72161E-05 3.99948E-05 6.18579E-05
2233.00000 22688.000 -145.338 -506.186 1.553 -2.214 -6.471 0.035 6.76022E-05 4.02485E-05 6.22912E-05
2233.00000 22688.100 -145.558 -506.834 1.556 -2.200 -6.465 0.028 6.79650E-05 4.04969E-05 6.27161E-05
2233.00000 22688.200 -145.777 -507.479 1.558 -2.197 -6.430 0.028 6.83277E-05 4.07455E-05 6.31409E-05
2233.00000 22688.300 -145.996 -508.121 1.561 -2.187 -6.396 0.058 6.86905E-05 4.09943E-05 6.35655E-05
2233.00000 22688.400 -146.214 -508.760 1.567 -2.170 -6.376 0.057 6.90533E-05 4.12433E-05 6.39898E-05
2233.00000 22688.500 -146.430 -509.396 1.572 -2.184 -6.321 0.060 6.94160E-05 4.14924E-05 6.44140E-05
2233.00000 22688.600 -146.648 -510.029 1.577 -2.160 -6.319 0.030 6.97788E-05 4.17418E-05 6.48380E-05
2233.00000 22688.700 -146.863 -510.661 1.580 -2.132 -6.319 0.040 7.01416E-05 4.19914E-05 6.52618E-05
2233.00000 22688.800 -147.074 -511.291 1.586 -2.100 -6.272 0.070 7.05043E-05 4.22411E-05 6.56854E-05
2233.00000 22688.900 -147.284 -511.917 1.593 -2.116 -6.222 0.099 7.08671E-05 4.24911E-05 6.61088E-05
2233.00000 22689.000 -147.495 -512.538 1.600 -2.118 -6.192 0.048 7.12299E-05 4.27412E-05 6.65321E-05
2233.00000 22689.100 -147.704 -513.157 1.602 -2.095 -6.173 0.014 7.15737E-05 4.29810E-05 6.69441E-05
2233.00000 22689.200 -147.911 -513.775 1.603 -2.069 -6.164 0.020 7.19176E-05 4.32209E-05 6.73560E-05
2233.00000 22689.300 -148.118 -514.391 1.608 -2.068 -6.139 0.063 7.22615E-05 4.34610E-05 6.77677E-05
2233.00000 22689.400 -148.324 -515.003 1.614 -2.069 -6.084 0.051 7.26054E-05 4.37013E-05 6.81793E-05
2233.00000 22689.500 -148.531 -515.610 1.617 -2.054 -6.032 0.037 7.29493E-05 4.39417E-05 6.85906E-05
2233.00000 22689.600 -148.734 -516.211 1.621 -2.033 -5.992 0.024 7.32933E-05 4.41823E-05 6.90018E-05
2233.00000 22689.700 -148.937 -516.811 1.625 -2.035 -5.981 0.045 7.36373E-05 4.44231E-05 6.94128E-05
2233.00000 22689.800 -149.140 -517.408 1.630 -2.046 -5.962 0.049 7.39813E-05 4.46640E-05 6.98236E-05
2233.00000 22689.900 -149.344 -518.003 1.633 -2.051 -5.927 0.031 7.43253E-05 4.49051E-05 7.02342E-05
2233.00000 22690.000 -149.548 -518.596 1.636 -2.039 -5.902 0.030 7.46693E-05 4.51463E-05 7.06446E-05
2233.00000 22690.100 -149.749 -519.185 1.641 -2.013 -5.879 0.054 7.49890E-05 4.53753E-05 7.10383E-05
2233.00000 22690.200 -149.949 -519.774 1.643 -2.027 -5.856 0.021 7.53087E-05 4.56043E-05 7.14318E-05
2233.00000 22690.300 -150.150 -520.357 1.644 -2.022 -5.798 0.022 7.56284E-05 4.58335E-05 7.18251E-05
2233.00000 22690.400 -150.351 -520.934 1.645 -2.012 -5.750 0.039 7.59481E-05 4.60629E-05 7.22183E-05
2233.00000 22690.500 -150.551 -521.509 1.650 -1.997 -5.741 0.022 7.62679E-05 4.62924E-05 7.26114E-05
2233.00000 22690.600 -150.748 -522.082 1.651 -1.955 -5.697 0.037 7.65877E-05 4.65220E-05 7.30042E-05
2233.00000 22690.700 -150.942 -522.650 1.656 -1.923 -5.651 0.032 7.69075E-05 4.67518E-05 7.33969E-05
2233.00000 22690.800 -151.134 -523.215 1.661 -1.936 -5.652 0.061 7.72273E-05 4.69817E-05 7.37894E-05
2233.00000 22690.900 -151.326 -523.782 1.667 -1.931 -5.638 0.064 7.75472E-05 4.72117E-05 7.41818E-05
2233.00000 22691.000 -151.519 -524.345 1.671 -1.937 -5.618 0.030 7.78671E-05 4.74419E-05 7.45740E-05
2233.00000 22691.100 -151.712 -524.908 1.675 -1.945 -5.617 0.049 7.81669E-05 4.76547E-05 7.49500E-05
2233.00000 22691.200 -151.905 -525.470 1.679 -1.919 -5.602 0.072 7.84667E-05 4.78676E-05 7.53258E-05
2233.00000 22691.300 -152.095 -526.030 1.685 -1.904 -5.590 0.045 7.87666E-05 4.80806E-05 7.57016E-05
2233.00000 22691.400 -152.286 -526.590 1.689 -1.914 -5.572 0.041 7.90665E-05 4.82936E-05 7.60772E-05
2233.00000 22691.500 -152.476 -527.145 1.694 -1.894 -5.540 0.031 7.93664E-05 4.85068E-05 7.64528E-05
2233.00000 22691.600 -152.665 -527.700 1.697 -1.878 -5.545 0.039 7.96664E-05 4.87200E-05 7.68282E-05
2233.00000 22691.700 -152.851 -528.255 1.700 -1.872 -5.552 0.037 7.99665E-05 4.89332E-05 7.72035E-05
2233.00000 22691.800 -153.038 -528.811 1.705 -1.868 -5.552 0.051 8.02665E-05 4.91466E-05 7.75787E-05
2233.00000 22691.900 -153.224 -529.368 1.710 -1.873 -5.569 0.042 8.05666E-05 4.93600E-05 7.79538E-05
2233.00000 22692.000 -153.410 -529.927 1.714 -1.863 -5.596 0.039 8.08668E-05 4.95735E-05 7.83287E-05
2233.00000 22692.100 -153.595 -530.490 1.719 -1.869 -5.613 0.055 8.11399E-05 4.97656E-05 7.86796E-05
2233.00000 22692.200 -153.780 -531.052 1.722 -1.865 -5.622 0.050 8.14132E-05 4.99577E-05 7.90304E-05
2233.00000 22692.300 -153.967 -531.616 1.727 -1.880 -5.639 0.058 8.16865E-05 5.01499E-05 7.93812E-05
2233.00000 22692.400 -154.154 -532.182 1.732 -1.866 -5.662 0.057 8.19599E-05 5.03420E-05 7.97319E-05
2233.00000 22692.500 -154.340 -532.751 1.735 -1.871 -5.690 0.041 8.22332E-05 5.05342E-05 8.00825E-05
2233.00000 22692.600 -154.527 -533.321 1.740 -1.875 -5.706 0.056 8.25067E-05 5.07264E-05 8.04330E-05
2233.00000 22692.700 -154.714 -533.894 1.746 -1.885 -5.733 0.057 8.27802E-05 5.09187E-05 8.07834E-05
2233.00000 22692.800 -154.903 -534.470 1.752 -1.886 -5.768 0.050 8.30538E-05 5.11109E-05 8.11338E-05
2233.00000 22692.900 -155.091 -535.049 1.756 -1.901 -5.788 0.054 8.33274E-05 5.13032E-05 8.14841E-05
2233.00000 22693.000 -155.281 -535.631 1.760 -1.896 -5.821 0.041 8.36010E-05 5.14955E-05 8.18343E-05
2233.00000 22693.100 -155.470 -536.216 1.765 -1.907 -5.847 0.057 8.38259E-05 5.16723E-05 8.21467E-05
2233.00000 22693.200 -155.660 -536.804 1.768 -1.914 -5.868 0.054 8.40509E-05 5.18492E-05 8.24590E-05
2233.00000 22693.300 -155.848 -537.393 1.771 -1.897 -5.895 0.037 8.42759E-05 5.20261E-05 8.27713E-05
2233.00000 22693.400 -156.039 -537.984 1.776 -1.927 -5.917 0.046 8.45009E-05 5.22030E-05 8.30834E-05
2233.00000 22693.500 -156.231 -538.576 1.779 -1.914 -5.911 0.047 8.47260E-05 5.23801E-05 8.33954E-05
2233.00000 22693.600 -156.421 -539.167 1.783 -1.899 -5.889 0.034 8.49511E-05 5.25571E-05 8.37073E-05
2233.00000 22693.700 -156.610 -539.756 1.789 -1.883 -5.881 0.056 8.51762E-05 5.27343E-05 8.40192E-05
2233.00000 22693.800 -156.799 -540.344 1.793 -1.874 -5.846 0.042 8.54014E-05 5.29115E-05 8.43309E-05
2233.00000 22693.900 -156.984 -540.928 1.796 -1.851 -5.799 0.033 8.56266E-05 5.30887E-05 8.46425E-05
2233.00000 22694.000 -157.168 -541.507 1.800 -1.823 -5.774 0.058 8.58518E-05 5.32661E-05 8.49541E-05
2233.00000 22694.100 -157.348 -542.086 1.803 -1.812 -5.767 0.030 8.60289E-05 5.34210E-05 8.52246E-05
2233.00000 22694.200 -157.529 -542.663 1.806 -1.821 -5.741 0.047 8.62060E-05 5.35759E-05 8.54949E-05
2233.00000 22694.300 -157.710 -543.237 1.810 -1.811 -5.722 0.071 8.63832E-05 5.37310E-05 8.57652E-05
2233.00000 22694.400 -157.889 -543.809 1.815 -1.800 -5.688 0.061 8.65604E-05 5.38861E-05 8.60354E-05
2233.00000 22694.500 -158.068 -544.377 1.820 -1.781 -5.656 0.056 8.67376E-05 5.40412E-05 8.63054E-05
2233.00000 22694.600 -158.246 -544.943 1.823 -1.780 -5.639 0.026 8.69149E-05 5.41964E-05 8.65754E-05
2233.00000 22694.700 -158.422 -545.507 1.825 -1.776 -5.634 0.022 8.70921E-05 5.43517E-05 8.68453E-05
2233.00000 22694.800 -158.600 -546.071 1.830 -1.774 -5.614 0.060 8.72695E-05 5.45070E-05 8.71152E-05
2233.00000 22694.900 -158.776 -546.631 1.836 -1.768 -5.584 0.050 8.74468E-05 5.46624E-05 8.73849E-05
2233.00000 22695.000 -158.951 -547.191 1.840 -1.756 -5.568 0.029 8.76242E-05 5.48179E-05 8.76545E-05
2233.00000 22695.100 -159.125 -547.748 1.843 -1.726 -5.540 0.054 8.77549E-05 5.49491E-05 8.78825E-05
2233.00000 22695.200 -159.297 -548.302 1.846 -1.723 -5.526 0.062 8.78857E-05 5.50804E-05 8.81105E-05
2233.00000 22695.300 -159.468 -548.856 1.852 -1.724 -5.510 0.065 8.80166E-05 5.52117E-05 8.83384E-05
2233.00000 22695.400 -159.639 -549.407 1.856 -1.704 -5.493 0.052 8.81474E-05 5.53431E-05 8.85663E-05
2233.00000 22695.500 -159.809 -549.956 1.861 -1.696 -5.468 0.052 8.82783E-05 5.54746E-05 8.87940E-05
2233.00000 22695.600 -159.977 -550.502 1.866 -1.678 -5.457 0.040 8.84091E-05 5.56061E-05 8.90217E-05
2233.00000 22695.700 -160.144 -551.049 1.871 -1.644 -5.452 0.052 8.85400E-05 5.57376E-05 8.92493E-05
2233.00000 22695.800 -160.309 -551.594 1.876 -1.648 -5.428 0.047 8.86710E-05 5.58693E-05 8.94769E-05
2233.00000 22695.900 -160.473 -552.136 1.880 -1.639 -5.391 0.064 8.88019E-05 5.60009E-05 8.97043E-05
2233.00000 22696.000 -160.634 -552.676 1.886 -1.621 -5.373 0.051 8.89329E-05 5.61326E-05 8.99317E-05
2233.00000 22696.100 -160.796 -553.213 1.891 -1.624 -5.350 0.067 8.90307E-05 5.62287E-05 9.01228E-05
2233.00000 22696.200 -160.956 -553.751 1.896 -1.606 -5.362 0.043 8.91286E-05 5.63248E-05 9.03139E-05
2233.00000 22696.300 -161.117 -554.291 1.899 -1.622 -5.418 0.045 8.92264E-05 5.64209E-05 9.05050E-05
2233.00000 22696.400 -161.280 -554.837 1.904 -1.646 -5.504 0.060 8.93243E-05 5.65170E-05 9.06961E-05
2233.00000 22696.500 -161.446 -555.393 1.911 -1.661 -5.588 0.057 8.94222E-05 5.66131E-05 9.08872E-05
2233.00000 22696.600 -161.613 -555.956 1.917 -1.679 -5.668 0.041 8.95201E-05 5.67091E-05 9.10782E-05
2233.00000 22696.700 -161.782 -556.527 1.923 -1.694 -5.757 0.062 8.96181E-05 5.68052E-05 9.12692E-05
2233.00000 22696.800 -161.951 -557.109 1.929 -1.705 -5.858 0.063 8.97161E-05 5.69012E-05 9.14602E-05
2233.00000 22696.900 -162.122 -557.702 1.934 -1.730 -5.964 0.047 8.98141E-05 5.69973E-05 9.16512E-05
2233.00000 22697.000 -162.297 -558.305 1.939 -1.782 -6.065 0.055 8.99121E-05 5.70934E-05 9.18421E-05
2233.00000 22697.100 -162.476 -558.919 1.944 -1.820 -6.176 0.057 8.99619E-05 5.71629E-05 9.19821E-05
2233.00000 22697.200 -162.660 -559.543 1.950 -1.854 -6.275 0.067 9.00118E-05 5.72324E-05 9.21221E-05
2233.00000 22697.300 -162.847 -560.177 1.954 -1.896 -6.368 0.053 9.00616E-05 5.73020E-05 9.22620E-05
2233.00000 22697.400 -163.040 -560.819 1.958 -1.965 -6.455 0.058 9.01115E-05 5.73715E-05 9.24019E-05
2233.00000 22697.500 -163.238 -561.469 1.962 -1.998 -6.548 0.041 9.01613E-05 5.74411E-05 9.25418E-05
2233.00000 22697.600 -163.437 -562.129 1.967 -1.992 -6.632 0.062 9.02112E-05 5.75106E-05 9.26817E-05
2233.00000 22697.700 -163.637 -562.796 1.973 -1.992 -6.675 0.052 9.02612E-05 5.75802E-05 9.28216E-05
2233.00000 22697.800 -163.839 -563.466 1.980 -2.042 -6.718 0.058 9.03111E-05 5.76498E-05 9.29614E-05
2233.00000 22697.900 -164.043 -564.142 1.985 -2.057 -6.774 0.048 9.03610E-05 5.77193E-05 9.31013E-05
2233.00000 22698.000 -164.248 -564.824 1.990 -2.060 -6.843 0.049 9.04110E-05 5.77889E-05 9.32411E-05
2233.00000 22698.100 -164.453 -565.513 1.996 -2.053 -6.903 0.093 9.03910E-05 5.78396E-05 9.33176E-05
2233.00000 22698.200 -164.659 -566.206 2.002 -2.067 -6.930 0.053 9.03710E-05 5.78903E-05 9.33940E-05
2233.00000 22698.300 -164.866 -566.901 2.007 -2.094 -6.932 0.048 9.03510E-05 5.79410E-05 9.34704E-05
2233.00000 22698.400 -165.076 -567.594 2.012 -2.090 -6.918 0.058 9.03310E-05 5.79918E-05 9.35468E-05
2233.00000 22698.500 -165.284 -568.287 2.017 -2.078 -6.901 0.068 9.03110E-05 5.80426E-05 9.36232E-05
2233.00000 22698.600 -165.492 -568.976 2.022 -2.086 -6.880 0.059 9.02910E-05 5.80935E-05 9.36995E-05
2233.00000 22698.700 -165.700 -569.663 2.026 -2.072 -6.837 0.056 9.02710E-05 5.81444E-05 9.37757E-05
2233.00000 22698.800 -165.905 -570.348 2.031 -2.043 -6.811 0.068 9.02510E-05 5.81953E-05 9.38520E-05
2233.00000 22698.900 -166.106 -571.030 2.037 -1.982 -6.799 0.071 9.02309E-05 5.82463E-05 9.39282E-05
2233.00000 22699.000 -166.300 -571.711 2.043 -1.907 -6.779 0.067 9.02109E-05 5.82973E-05 9.40044E-05
2233.00000 22699.100 -166.487 -572.389 2.049 -1.835 -6.758 0.097 9.01397E-05 5.83188E-05 9.40278E-05
2233.00000 22699.200 -166.666 -573.069 2.056 -1.761 -6.771 0.073 9.00684E-05 5.83404E-05 9.40512E-05
2233.00000 22699.300 -166.840 -573.748 2.059 -1.720 -6.787 0.045 8.99971E-05 5.83620E-05 9.40745E-05
2233.00000 22699.400 -167.011 -574.426 2.064 -1.681 -6.774 0.040 8.99259E-05 5.83836E-05 9.40979E-05
2233.00000 22699.500 -167.178 -575.103 2.070 -1.653 -6.760 0.058 8.98546E-05 5.84053E-05 9.41212E-05
2233.00000 22699.600 -167.343 -575.779 2.075 -1.664 -6.752 0.058 8.97832E-05 5.84270E-05 9.41445E-05
2233.00000 22699.700 -167.508 -576.456 2.081 -1.641 -6.781 0.015 8.97119E-05 5.84487E-05 9.41678E-05
2233.00000 22699.800 -167.672 -577.138 2.084 -1.633 -6.836 0.056 8.96406E-05 5.84705E-05 9.41910E-05
2233.00000 22699.900 -167.836 -577.825 2.088 -1.652 -6.873 0.059 8.95693E-05 5.84922E-05 9.42142E-05
2233.00000 22700.000 -168.002 -578.516 2.093 -1.674 -6.919 0.066 8.94979E-05 5.85141E-05 9.42374E-05
2233.00000 22700.100 -168.170 -579.212 2.098 -1.681 -6.965 0.039 8.93832E-05 5.85036E-05 9.42081E-05
2233.00000 22700.200 -168.338 -579.911 2.102 -1.701 -6.988 0.052 8.92685E-05 5.84932E-05 9.41788E-05
2233.00000 22700.300 -168.508 -580.613 2.106 -1.709 -7.026 0.066 8.91538E-05 5.84829E-05 9.41495E-05
2233.00000 22700.400 -168.680 -581.319 2.111 -1.739 -7.074 0.064 8.90390E-05 5.84725E-05 9.41201E-05
2233.00000 22700.500 -168.854 -582.031 2.115 -1.763 -7.134 0.050 8.89242E-05 5.84622E-05 9.40908E-05
2233.00000 22700.600 -169.032 -582.748 2.119 -1.790 -7.198 0.045 8.88094E-05 5.84520E-05 9.40614E-05
2233.00000 22700.700 -169.212 -583.470 2.126 -1.811 -7.245 0.061 8.86946E-05 5.84418E-05 9.40320E-05
2233.00000 22700.800 -169.395 -584.198 2.131 -1.846 -7.278 0.061 8.85797E-05 5.84316E-05 9.40026E-05
2233.00000 22700.900 -169.581 -584.929 2.136 -1.891 -7.302 0.054 8.84649E-05 5.84214E-05 9.39732E-05
2233.00000 22701.000 -169.773 -585.662 2.141 -1.923 -7.341 0.053 8.83499E-05 5.84113E-05 9.39438E-05
2233.00000 22701.100 -169.967 -586.400 2.144 -1.965 -7.400 0.060 8.81848E-05 5.83737E-05 9.38591E-05
2233.00000 22701.200 -170.164 -587.143 2.148 -2.001 -7.433 0.063 8.80195E-05 5.83361E-05 9.37744E-05
2233.00000 22701.300 -170.367 -587.889 2.153 -2.056 -7.464 0.049 8.78543E-05 5.82986E-05 9.36896E-05
2233.00000 22701.400 -170.577 -588.637 2.158 -2.118 -7.495 0.072 8.76890E-05 5.82611E-05 9.36049E-05
2233.00000 22701.500 -170.790 -589.389 2.163 -2.153 -7.519 0.085 8.75236E-05 5.82237E-05 9.35202E-05
2233.00000 22701.600 -171.009 -590.143 2.171 -2.200 -7.560 0.058 8.73582E-05 5.81863E-05 9.34354E-05
2233.00000 22701.700 -171.232 -590.901 2.177 -2.255 -7.572 0.087 8.71928E-05 5.81489E-05 9.33507E-05
2233.00000 22701.800 -171.459 -591.661 2.186 -2.275 -7.613 0.088 8.70274E-05 5.81116E-05 9.32660E-05
2233.00000 22701.900 -171.689 -592.425 2.193 -2.300 -7.647 0.083 8.68618E-05 5.80743E-05 9.31812E-05
2233.00000 22702.000 -171.921 -593.192 2.200 -2.342 -7.646 0.079 8.66963E-05 5.80371E-05 9.30965E-05
2233.00000 22702.100 -172.158 -593.956 2.208 -2.385 -7.618 0.089 8.64766E-05 5.79752E-05 9.29576E-05
2233.00000 22702.200 -172.398 -594.717 2.216 -2.406 -7.572 0.072 8.62568E-05 5.79134E-05 9.28187E-05
2233.00000 22702.300 -172.640 -595.473 2.222 -2.443 -7.532 0.088 8.60369E-05 5.78516E-05 9.26798E-05
2233.00000 22702.400 -172.886 -596.226 2.230 -2.480 -7.513 0.083 8.58170E-05 5.77898E-05 9.25410E-05
2233.00000 22702.500 -173.136 -596.975 2.236 -2.496 -7.469 0.072 8.55971E-05 5.77281E-05 9.24021E-05
2233.00000 22702.600 -173.385 -597.720 2.245 -2.496 -7.410 0.104 8.53771E-05 5.76664E-05 9.22633E-05
2233.00000 22702.700 -173.636 -598.458 2.256 -2.527 -7.347 0.136 8.51572E-05 5.76047E-05 9.21244E-05
2233.00000 22702.800 -173.891 -599.193 2.264 -2.567 -7.330 0.096 8.49371E-05 5.75431E-05 9.19856E-05
2233.00000 22702.900 -174.150 -599.928 2.272 -2.603 -7.346 0.051 8.47170E-05 5.74815E-05 9.18468E-05
2233.00000 22703.000 -174.411 -600.663 2.280 -2.630 -7.346 0.089 8.44969E-05 5.74199E-05 9.17079E-05
2233.00000 22703.100 -174.676 -601.397 2.288 -2.649 -7.310 0.062 8.42376E-05 5.73338E-05 9.15223E-05
2233.00000 22703.200 -174.942 -602.126 2.295 -2.667 -7.263 0.044 8.39783E-05 5.72478E-05 9.13366E-05
2233.00000 22703.300 -175.209 -602.852 2.299 -2.686 -7.253 0.041 8.37189E-05 5.71618E-05 9.11509E-05
2233.00000 22703.400 -175.479 -603.578 2.303 -2.724 -7.257 0.042 8.34595E-05 5.70758E-05 9.09653E-05
2233.00000 22703.500 -175.755 -604.305 2.311 -2.768 -7.258 0.102 8.32001E-05 5.69899E-05 9.07797E-05
2233.00000 22703.600 -176.034 -605.031 2.318 -2.798 -7.262 0.089 8.29406E-05 5.69040E-05 9.05941E-05
2233.00000 22703.700 -176.315 -605.759 2.325 -2.836 -7.260 0.073 8.26810E-05 5.68181E-05 9.04085E-05
2233.00000 22703.800 -176.600 -606.484 2.331 -2.870 -7.256 0.061 8.24214E-05 5.67323E-05 9.02229E-05
2233.00000 22703.900 -176.888 -607.212 2.336 -2.884 -7.278 0.074 8.21618E-05 5.66465E-05 9.00373E-05
2233.00000 22704.000 -177.177 -607.941 2.342 -2.902 -7.276 0.073 8.19021E-05 5.65607E-05 8.98517E-05
